2023-05-19 00:05:790 INFO  HomePage :47 - Entering Job Title : Tester
2023-05-19 21:05:139 INFO  HomePage :57 - Select Distance: [[ChromeDriver: chrome on WINDOWS (830d8ceba5c497fa31c94c683dbf4eed)] -> xpath: //select[@id='distance']]
2023-05-19 21:05:347 INFO  HomePage :63 - Click on More Search Options : [[ChromeDriver: chrome on WINDOWS (830d8ceba5c497fa31c94c683dbf4eed)] -> xpath: //button[@id='toggle-hp-search']]
2023-05-19 21:05:434 INFO  HomePage :68 - Enter Minimum Salary: [[ChromeDriver: chrome on WINDOWS (830d8ceba5c497fa31c94c683dbf4eed)] -> xpath: //input[@id='salarymin']]
2023-05-19 21:05:529 INFO  HomePage :73 - Enter Maximum Salary: [[ChromeDriver: chrome on WINDOWS (830d8ceba5c497fa31c94c683dbf4eed)] -> xpath: //input[@id='salarymax']]
2023-05-19 21:05:608 INFO  HomePage :78 - Select Salary Type: [[ChromeDriver: chrome on WINDOWS (830d8ceba5c497fa31c94c683dbf4eed)] -> xpath: //select[@id='salarytype']]
2023-05-19 21:05:67 INFO  HomePage :47 - Entering Job Title : Tester
2023-05-19 21:05:166 INFO  HomePage :52 - Enter Location : Harrow, Greater London
2023-05-19 21:05:277 INFO  HomePage :57 - Select Distance: [[ChromeDriver: chrome on WINDOWS (cc040742ee0d41265b6864d700a29062)] -> xpath: //select[@id='distance']]
2023-05-19 21:05:486 INFO  HomePage :63 - Click on More Search Options : [[ChromeDriver: chrome on WINDOWS (cc040742ee0d41265b6864d700a29062)] -> xpath: //button[@id='toggle-hp-search']]
2023-05-19 21:05:615 INFO  HomePage :68 - Enter Minimum Salary: [[ChromeDriver: chrome on WINDOWS (cc040742ee0d41265b6864d700a29062)] -> xpath: //input[@id='salarymin']]
2023-05-19 21:05:714 INFO  HomePage :73 - Enter Maximum Salary: [[ChromeDriver: chrome on WINDOWS (cc040742ee0d41265b6864d700a29062)] -> xpath: //input[@id='salarymax']]
2023-05-19 21:05:818 INFO  HomePage :78 - Select Salary Type: [[ChromeDriver: chrome on WINDOWS (cc040742ee0d41265b6864d700a29062)] -> xpath: //select[@id='salarytype']]
2023-05-19 21:05:929 INFO  HomePage :83 - Select Job Type: Permanent
2023-05-19 21:05:458 INFO  HomePage :47 - Entering Job Title : Tester
2023-05-19 21:05:564 INFO  HomePage :52 - Enter Location : Harrow, Greater London
2023-05-19 21:05:681 INFO  HomePage :57 - Select Distance: [[ChromeDriver: chrome on WINDOWS (f4db3e59935e0b9ac2ef8a4d8a628bc7)] -> xpath: //select[@id='distance']]
2023-05-19 21:05:922 INFO  HomePage :63 - Click on More Search Options : [[ChromeDriver: chrome on WINDOWS (f4db3e59935e0b9ac2ef8a4d8a628bc7)] -> xpath: //button[@id='toggle-hp-search']]
2023-05-19 21:05:21 INFO  HomePage :68 - Enter Minimum Salary: [[ChromeDriver: chrome on WINDOWS (f4db3e59935e0b9ac2ef8a4d8a628bc7)] -> xpath: //input[@id='salarymin']]
2023-05-19 21:05:108 INFO  HomePage :73 - Enter Maximum Salary: [[ChromeDriver: chrome on WINDOWS (f4db3e59935e0b9ac2ef8a4d8a628bc7)] -> xpath: //input[@id='salarymax']]
2023-05-19 21:05:220 INFO  HomePage :78 - Select Salary Type: [[ChromeDriver: chrome on WINDOWS (f4db3e59935e0b9ac2ef8a4d8a628bc7)] -> xpath: //select[@id='salarytype']]
2023-05-19 21:05:332 INFO  HomePage :83 - Select Job Type: Permanent
2023-05-19 21:05:453 INFO  HomePage :88 - Click Find Jobs Button: [[ChromeDriver: chrome on WINDOWS (f4db3e59935e0b9ac2ef8a4d8a628bc7)] -> xpath: //input[@id='hp-search-btn']]
2023-05-19 21:05:919 INFO  ResultPage :23 - Verifying Results Displayed: [[ChromeDriver: chrome on WINDOWS (f4db3e59935e0b9ac2ef8a4d8a628bc7)] -> xpath: //h1[@class='search-header__title']]
2023-05-19 21:05:107 INFO  HomePage :47 - Entering Job Title : Tester
2023-05-19 21:05:211 INFO  HomePage :52 - Enter Location : Harrow, Greater London
2023-05-19 21:05:313 INFO  HomePage :57 - Select Distance: [[ChromeDriver: chrome on WINDOWS (4b894e565b13256a0c206781eaa615b1)] -> xpath: //select[@id='distance']]
2023-05-19 21:05:544 INFO  HomePage :63 - Click on More Search Options : [[ChromeDriver: chrome on WINDOWS (4b894e565b13256a0c206781eaa615b1)] -> xpath: //button[@id='toggle-hp-search']]
2023-05-19 21:05:639 INFO  HomePage :68 - Enter Minimum Salary: [[ChromeDriver: chrome on WINDOWS (4b894e565b13256a0c206781eaa615b1)] -> xpath: //input[@id='salarymin']]
2023-05-19 21:05:735 INFO  HomePage :73 - Enter Maximum Salary: [[ChromeDriver: chrome on WINDOWS (4b894e565b13256a0c206781eaa615b1)] -> xpath: //input[@id='salarymax']]
2023-05-19 21:05:841 INFO  HomePage :78 - Select Salary Type: [[ChromeDriver: chrome on WINDOWS (4b894e565b13256a0c206781eaa615b1)] -> xpath: //select[@id='salarytype']]
2023-05-19 21:05:947 INFO  HomePage :83 - Select Job Type: Permanent
2023-05-19 21:05:72 INFO  HomePage :88 - Click Find Jobs Button: [[ChromeDriver: chrome on WINDOWS (4b894e565b13256a0c206781eaa615b1)] -> xpath: //input[@id='hp-search-btn']]
2023-05-19 21:05:464 INFO  ResultPage :22 - Verifying Results Displayed: [[ChromeDriver: chrome on WINDOWS (4b894e565b13256a0c206781eaa615b1)] -> xpath: //h1[@class='search-header__title']]
